"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","10.912071","0","21"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","1","1","553.590576","0","1155"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","1","1","48.129475","0","65"
"/Game/MeshesMaterials/Materials/FloorMaterial.FloorMaterial","0","14","1","1","45.220364","0","44"
"/Game/MeshesMaterials/Enemies/Soda_guy/M_Soda_guy_texture_sauce.M_Soda_guy_texture_sauce","0","28","1","1","86.604759","0","151"
"/Game/MeshesMaterials/Enemies/Soda_guy/M_Soda_guy_texture_frozen_2.M_Soda_guy_texture_frozen_2","0","28","1","1","99.134453","0","171"
"/Game/MeshesMaterials/Enemies/Soda_guy/M_Soda_guy_texture_frozen_1.M_Soda_guy_texture_frozen_1","0","28","1","1","91.770691","0","192"
"/Game/MeshesMaterials/Enemies/Soda_guy/M_Soda_guy_texture_2.M_Soda_guy_texture_2","0","28","1","1","90.626625","0","270"
"/Game/MeshesMaterials/Enemies/Soda_guy/M_Soda_guy_texture_1.M_Soda_guy_texture_1","0","28","1","1","100.444611","0","204"
"/Game/MeshesMaterials/Towers/Soda_machine/M_Soda_texture_1.M_Soda_texture_1","0","28","1","1","92.962708","0","241"
"/Game/MeshesMaterials/Enemies/Mother/M_Mother_texture_1.M_Mother_texture_1","0","28","1","1","96.390938","0","138"
"/Game/MeshesMaterials/Enemies/Mother/M_Mother_texture_2.M_Mother_texture_2","0","28","1","1","92.240707","0","274"
"/Game/MeshesMaterials/Enemies/Mother/M_Mother_texture_frozen_1.M_Mother_texture_frozen_1","0","28","1","1","92.051353","0","176"
"/Game/MeshesMaterials/Enemies/Mother/M_Mother_texture_frozen_2.M_Mother_texture_frozen_2","0","28","1","1","94.639122","0","213"
"/Game/MeshesMaterials/Enemies/Mother/M_Mother_texture_sauce.M_Mother_texture_sauce","0","28","1","1","99.432213","0","232"
"/Game/MeshesMaterials/Enemies/Mother/M_Pizdyuk_texture_1.M_Pizdyuk_texture_1","0","28","1","1","89.322937","0","222"
"/Game/MeshesMaterials/Enemies/Mother/M_Pizdyuk_texture_2.M_Pizdyuk_texture_2","0","28","1","1","93.254578","0","213"
"/Game/MeshesMaterials/Enemies/Mother/M_Pizdyuk_texture_frozen_1.M_Pizdyuk_texture_frozen_1","0","28","1","1","101.374298","0","164"
"/Game/MeshesMaterials/Enemies/Mother/M_Pizdyuk_texture_frozen_2.M_Pizdyuk_texture_frozen_2","0","28","1","1","98.081108","0","213"
"/Game/MeshesMaterials/Enemies/Mother/M_Pizdyuk_texture_sauce.M_Pizdyuk_texture_sauce","0","28","3","1","98.408081","0","259"
"/Game/MeshesMaterials/Enemies/Regular_customer/M_Customer_texture_1.M_Customer_texture_1","0","28","1","1","106.581070","0","203"
"/Game/MeshesMaterials/Enemies/Regular_customer/M_Customer_texture_2.M_Customer_texture_2","0","28","1","1","102.799171","0","259"
"/Game/MeshesMaterials/Enemies/Regular_customer/M_Customer_texture_frozen_1.M_Customer_texture_frozen_1","0","28","1","1","91.349197","0","229"
"/Game/MeshesMaterials/Enemies/Regular_customer/M_Customer_texture_frozen_2.M_Customer_texture_frozen_2","0","28","1","1","93.648003","0","232"
"/Game/MeshesMaterials/Enemies/Regular_customer/M_Customer_texture_sauce.M_Customer_texture_sauce","0","28","1","1","89.558723","0","266"
"/Game/MeshesMaterials/Enemies/Student/M_Student_texture_1.M_Student_texture_1","0","28","1","1","80.854515","0","259"
"/Game/MeshesMaterials/Enemies/Student/M_Student_texture_2.M_Student_texture_2","0","28","1","1","66.370743","0","174"
"/Game/MeshesMaterials/Enemies/Student/M_Student_texture_frozen_1.M_Student_texture_frozen_1","0","28","1","1","61.131046","0","254"
"/Game/MeshesMaterials/Enemies/Student/M_Student_texture_frozen_2.M_Student_texture_frozen_2","0","28","1","1","58.534897","0","178"
"/Game/MeshesMaterials/Enemies/Student/M_Student_texture_sauce.M_Student_texture_sauce","0","28","1","1","71.376930","0","243"
"/Game/MeshesMaterials/Towers/Soda_machine/M_Soda_texture_2.M_Soda_texture_2","0","28","1","1","80.010109","0","278"
"/Game/MeshesMaterials/Towers/Soda_machine/M_Soda_texture_3.M_Soda_texture_3","0","28","1","1","89.018044","0","178"
"/Game/Images/bluemarble_Mat.bluemarble_Mat","0","14","1","1","44.840775","0","66"
"/Game/MeshesMaterials/Enemies/Student/Diploma_textured.Diploma_textured","0","28","1","1","79.977531","0","208"
"/Game/MeshesMaterials/Towers/Cash_register/Cash_textured.Cash_textured","0","28","1","1","64.706779","0","232"
"/Game/MeshesMaterials/Towers/Fryer/Fryer_metallic_base.Fryer_metallic_base","0","28","1","1","54.529839","0","214"
"/Game/MeshesMaterials/Towers/Grill/Grill_1/M_Grill_texture_1.M_Grill_texture_1","0","28","1","1","54.419304","0","189"
"/Game/MeshesMaterials/Towers/Grill/Grill_1/Steak.Steak","0","28","1","1","54.273369","0","219"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Textured.Textured","0","28","2","1","55.128113","0","212"
"/Game/MeshesMaterials/Towers/Microwave/Microwave_black.Microwave_black","0","28","1","1","54.558220","0","196"
"/Game/MeshesMaterials/Towers/Microwave/Microwave_textured.Microwave_textured","0","28","1","1","54.490353","0","181"
"/Game/MeshesMaterials/Towers/Soda_machine/Soda_icons_textured.Soda_icons_textured","0","28","1","1","55.776157","0","227"
"/Game/MeshesMaterials/Enemies/Soda_guy/No_hat/Hat_guy_textured.Hat_guy_textured","0","28","1","1","54.597466","0","184"
"/Game/MeshesMaterials/Enemies/Student/1_diploma/Diploma_textured.Diploma_textured","0","28","1","1","0.000000","0","208"
"/Game/MeshesMaterials/Enemies/Student/1_diploma/Student_textured.Student_textured","0","28","1","1","55.244125","0","189"
"/Game/MeshesMaterials/Towers/Test/Fryer_metallic_base.Fryer_metallic_base","0","28","1","1","56.509590","0","141"
"/DataCharts/Materials/M_Chart.M_Chart","0","0","14","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/DataCharts/Materials/M_ChartLine.M_ChartLine","0","0","28","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Cream.Cream","0","0","37","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","69","1","0.000000","0","0"
"/Game/MeshesMaterials/Materials/BackgroundForImage.BackgroundForImage","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/Materials/BaseMaterial.BaseMaterial","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Materials/BlockedMaterial.BlockedMaterial","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/Materials/NotPlacesMaterial.NotPlacesMaterial","0","0","40","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Fryer/French_fry.French_fry","0","0","37","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Cone.Cone","0","0","37","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Material_005.Material_005","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Material_003.Material_003","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Material_004.Material_004","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Material_006.Material_006","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Table_and_chairs/Chair_blue.Chair_blue","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Table_and_chairs/Chair_metallic.Chair_metallic","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Table_and_chairs/Table_black.Table_black","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/BackgroundLevel/Table_and_chairs/Table_white.Table_white","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Mother/Customer_white.Customer_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Mother/Mother_Orange.Mother_Orange","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Mother/Mother_pink.Mother_pink","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/Customer_black.Customer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Mother/Customer_black_001.Customer_black_001","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Mother/Customer_white_001.Customer_white_001","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Test/French_fry.French_fry","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Student/1_diploma/Customer_white.Customer_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Soda_machine/Black.Black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Soda_machine/Soda_red.Soda_red","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Base.Base","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Base_metallic.Base_metallic","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Student/Customer_black.Customer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Student/Customer_white.Customer_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/Customer_white.Customer_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/Hat_black.Hat_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/Hat_blue.Hat_blue","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/Hat_red.Hat_red","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/Hat_white.Hat_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Cash_register/Cash_base.Cash_base","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Cash_register/Cash_white.Cash_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Fryer/Fryer_black.Fryer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Fryer/Fryer_metallic_web.Fryer_metallic_web","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Fryer/Fryer_red.Fryer_red","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Grill/Grill_1/Fire.Fire","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Grill/Grill_1/Grill_black.Grill_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Grill/Grill_1/Grill_metallic.Grill_metallic","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Black.Black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Blue.Blue","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Ice_cream_machine/Red.Red","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Microwave/Hotdog_orange.Hotdog_orange","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Microwave/Hotdog_red.Hotdog_red","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Microwave/Microwave_grey.Microwave_grey","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Microwave/Microwave_white.Microwave_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Soda_machine/Base.Base","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/No_hat/Customer_black.Customer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Soda_guy/No_hat/Customer_white.Customer_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Regular_customer/Customer_black.Customer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Regular_customer/Customer_white.Customer_white","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Student/1_diploma/Customer_black.Customer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Student/No_diploma/Customer_black.Customer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Student/No_diploma/Customer_white.Customer_white","0","0","28","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","23","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Test/Fryer_black.Fryer_black","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Test/Fryer_metallic_web.Fryer_metallic_web","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Towers/Test/Fryer_red.Fryer_red","0","0","28","1","0.000000","0","0"
"/Game/MeshesMaterials/Projectiles/Hotdog/Hotdog_sauce/Hotdog_yellow.Hotdog_yellow","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/Projectiles/Hotdog/Hotdog/Hotdog_orange.Hotdog_orange","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/Projectiles/Hotdog/Hotdog/Hotdog_red.Hotdog_red","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/Projectiles/Hotdog/Hotdog_sauce/Hotdog_orange.Hotdog_orange","0","0","14","1","0.000000","0","0"
"/Game/MeshesMaterials/Projectiles/Hotdog/Hotdog_sauce/Hotdog_red.Hotdog_red","0","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/MeshesMaterials/Enemies/Student/No_diploma/Student_textured.Student_textured","0","0","28","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","3","1","70.176765","0","41"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","1","1","50.712852","0","118"
"/Interchange/gltf/M_Unlit.M_Unlit","0","34","3","2","78.662903","0","254"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","1","1","395.459595","0","323"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","1","1","42.310093","0","118"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","1","1","44.979370","0","118"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","1","1","39.130886","0","72"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","1","1","39.505775","0","79"
"/Interchange/gltf/M_Transmission.M_Transmission","0","108","4","4","2062.808105","0","753"
"/Interchange/gltf/M_Sheen.M_Sheen","0","116","5","4","332.176086","0","962"
"/Interchange/gltf/M_Translucent.M_Translucent","0","200","9","8","3408.223633","0","1334"
"/Interchange/gltf/M_Opaque.M_Opaque","0","232","9","8","711.121338","0","1628"
